name,beta,T,L,mf,mas,ω0,Δω0,p,Δp,Q,ΔQ,first,last,skip,Nconf
M3,6.5,96,20,-0.71,-1.01,2.517,0.004,0.5851557961009174,1.2658606049300129e-5,-0.5984277121026235,0.19293129648860113,4000,15288,26,436
